Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"ESSITY B","ESSITY CLASS B","Nichtzyklische Konsumgüter","Aktien","4.009.582,26","0,02","4.009.582,26","145.869,00","27,49","Schweden","Nasdaq Omx Nordic","SEK"
"2020","ANTA SPORTS PRODUCTS LTD","Zyklische Konsumgüter ","Aktien","4.002.236,94","0,02","4.002.236,94","354.600,00","11,29","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CPI","CAPITEC LTD","Financials","Aktien","4.003.337,50","0,02","4.003.337,50","20.991,00","190,72","Südafrika","Johannesburg Stock Exchange","ZAR"
"EAND","EMIRATES TELECOM","Kommunikation","Aktien","3.999.141,79","0,02","3.999.141,79","824.290,00","4,85","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"SMPH","SM PRIME HOLDINGS INC","Immobilien","Aktien","3.999.694,38","0,02","3.999.694,38","9.163.600,00","0,44","Philippinen","Philippine Stock Exchange Inc.","PHP"
"UTHR","UNITED THERAPEUTICS CORP","Gesundheitsversorgung","Aktien","3.993.952,80","0,02","3.993.952,80","13.515,00","295,52","Vereinigte Staaten","NASDAQ","USD"
"TOST","TOAST INC CLASS A","Financials","Aktien","3.985.024,38","0,02","3.985.024,38","91.842,00","43,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HOLX","HOLOGIC INC","Gesundheitsversorgung","Aktien","3.975.402,80","0,02","3.975.402,80","60.490,00","65,72","Vereinigte Staaten","NASDAQ","USD"
"8473","SBI HOLDINGS INC","Financials","Aktien","3.959.682,42","0,02","3.959.682,42","107.700,00","36,77","Japan","Tokyo Stock Exchange","JPY"
"HNR1","HANNOVER RUECK","Financials","Aktien","3.953.533,06","0,02","3.953.533,06","12.768,00","309,64","Deutschland","Xetra","EUR"
"CCL.B","CCL INDUSTRIES INC CLASS B","Materialien","Aktien","3.951.307,30","0,02","3.951.307,30","68.203,00","57,93","Kanada","Toronto Stock Exchange","CAD"
"KRZ","KERRY GROUP PLC","Nichtzyklische Konsumgüter","Aktien","3.945.280,26","0,02","3.945.280,26","37.322,00","105,71","Irland","Irish Stock Exchange - All Market","EUR"
"ACM","AECOM","Industrie","Aktien","3.940.398,08","0,02","3.940.398,08","34.432,00","114,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CSL","CARLISLE COMPANIES INC","Industrie","Aktien","3.939.538,74","0,02","3.939.538,74","9.546,00","412,69","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ALGN","ALIGN TECHNOLOGY INC","Gesundheitsversorgung","Aktien","3.936.773,36","0,02","3.936.773,36","19.462,00","202,28","Vereinigte Staaten","NASDAQ","USD"
"8802","MITSUBISHI ESTATE CO LTD","Immobilien","Aktien","3.927.084,79","0,02","3.927.084,79","212.100,00","18,52","Japan","Tokyo Stock Exchange","JPY"
"GFI","GOLD FIELDS LTD","Materialien","Aktien","3.913.844,25","0,02","3.913.844,25","162.165,00","24,13","Südafrika","Johannesburg Stock Exchange","ZAR"
"7013","IHI CORP","Industrie","Aktien","3.908.981,10","0,02","3.908.981,10","39.700,00","98,46","Japan","Tokyo Stock Exchange","JPY"
"DECK","DECKERS OUTDOOR CORP","Zyklische Konsumgüter ","Aktien","3.897.988,41","0,02","3.897.988,41","38.317,00","101,73","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MT","ARCELORMITTAL SA","Materialien","Aktien","3.890.560,46","0,02","3.890.560,46","112.975,00","34,44","Frankreich","Euronext Amsterdam","EUR"
"EQH","EQUITABLE HOLDINGS INC","Financials","Aktien","3.888.667,20","0,02","3.888.667,20","73.649,00","52,80","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"034020","DOOSAN ENERBILITY LTD","Industrie","Aktien","3.884.998,36","0,02","3.884.998,36","88.350,00","43,97","Korea","Korea Exchange (Stock Market)","KRW"
"MDB","MONGODB INC CLASS A","IT","Aktien","3.883.534,27","0,02","3.883.534,27","19.177,00","202,51","Vereinigte Staaten","NASDAQ","USD"
"COO","COOPER INC","Gesundheitsversorgung","Aktien","3.866.281,93","0,02","3.866.281,93","51.709,00","74,77","Vereinigte Staaten","NASDAQ","USD"
"BBY","BEST BUY INC","Zyklische Konsumgüter ","Aktien","3.852.179,61","0,02","3.852.179,61","53.659,00","71,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FBK","FINECOBANK BANCA FINECO","Financials","Aktien","3.850.700,30","0,02","3.850.700,30","177.235,00","21,73","Italien","Borsa Italiana","EUR"
"MPL","MEDIBANK PRIVATE LTD","Financials","Aktien","3.846.807,30","0,02","3.846.807,30","1.163.418,00","3,31","Australien","Asx - All Markets","AUD"
"X","TMX GROUP LTD","Financials","Aktien","3.846.834,08","0,02","3.846.834,08","95.415,00","40,32","Kanada","Toronto Stock Exchange","CAD"
"ILMN","ILLUMINA INC","Gesundheitsversorgung","Aktien","3.836.508,75","0,02","3.836.508,75","38.655,00","99,25","Vereinigte Staaten","NASDAQ","USD"
"SY1","SYMRISE AG","Materialien","Aktien","3.831.536,83","0,02","3.831.536,83","36.537,00","104,87","Deutschland","Xetra","EUR"
"9022","CENTRAL JAPAN RAILWAY","Industrie","Aktien","3.829.110,71","0,02","3.829.110,71","169.300,00","22,62","Japan","Tokyo Stock Exchange","JPY"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materialien","Aktien","3.824.652,05","0,02","3.824.652,05","59.251,00","64,55","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AKAM","AKAMAI TECHNOLOGIES INC","IT","Aktien","3.816.845,88","0,02","3.816.845,88","49.326,00","77,38","Vereinigte Staaten","NASDAQ","USD"
"BALN","BALOISE HOLDING AG","Financials","Aktien","3.787.641,11","0,02","3.787.641,11","15.580,00","243,11","Schweiz","SIX Swiss Exchange","CHF"
"KPN","KONINKLIJKE KPN NV","Kommunikation","Aktien","3.779.494,23","0,02","3.779.494,23","797.270,00","4,74","Niederlande","Euronext Amsterdam","EUR"
"BAMI","BANCO BPM","Financials","Aktien","3.780.018,94","0,02","3.780.018,94","322.452,00","11,72","Italien","Borsa Italiana","EUR"
"7912","DAI NIPPON PRINTING LTD","Industrie","Aktien","3.775.706,58","0,02","3.775.706,58","253.200,00","14,91","Japan","Tokyo Stock Exchange","JPY"
"GGG","GRACO INC","Industrie","Aktien","3.760.955,33","0,02","3.760.955,33","42.899,00","87,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","IT","Aktien","3.754.410,00","0,02","3.754.410,00","51.150,00","73,40","Vereinigte Staaten","NASDAQ","USD"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Aktien","3.751.722,04","0,02","3.751.722,04","27.572,00","136,07","Vereinigte Staaten","NASDAQ","USD"
"012330","HYUNDAI MOBIS LTD","Zyklische Konsumgüter ","Aktien","3.746.569,03","0,02","3.746.569,03","16.818,00","222,77","Korea","Korea Exchange (Stock Market)","KRW"
"INCY","INCYTE CORP","Gesundheitsversorgung","Aktien","3.742.819,12","0,02","3.742.819,12","54.568,00","68,59","Vereinigte Staaten","NASDAQ","USD"
"2345","ACCTON TECHNOLOGY CORP","IT","Aktien","3.737.813,23","0,02","3.737.813,23","137.000,00","27,28","Taiwan","Taiwan Stock Exchange","TWD"
"A17U","CAPITALAND ASCENDAS REIT","Immobilien","Aktien","3.737.869,58","0,02","3.737.869,58","1.765.902,00","2,12","Singapur","Singapore Exchange","SGD"
"2357","ASUSTEK COMPUTER INC","IT","Aktien","3.736.135,83","0,02","3.736.135,83","170.000,00","21,98","Taiwan","Taiwan Stock Exchange","TWD"
"FSV","FIRSTSERVICE SUBORDINATE VOTING CO","Immobilien","Aktien","3.728.259,86","0,02","3.728.259,86","20.964,00","177,84","Kanada","Toronto Stock Exchange","CAD"
"CG","CARLYLE GROUP INC","Financials","Aktien","3.725.822,55","0,02","3.725.822,55","63.853,00","58,35","Vereinigte Staaten","NASDAQ","USD"
"BIRG","BANK OF IRELAND GROUP PLC","Financials","Aktien","3.720.611,97","0,02","3.720.611,97","261.767,00","14,21","Irland","Irish Stock Exchange - All Market","EUR"
"5803","FUJIKURA LTD","Industrie","Aktien","3.721.209,24","0,02","3.721.209,24","73.000,00","50,98","Japan","Tokyo Stock Exchange","JPY"
"CEMEXCPO","CEMEX CPO","Materialien","Aktien","3.716.887,00","0,02","3.716.887,00","5.062.059,00","0,73","Mexiko","Bolsa Mexicana De Valores","MXN"
"2886","MEGA FINANCIAL HOLDING LTD","Financials","Aktien","3.714.930,94","0,02","3.714.930,94","2.553.425,00","1,45","Taiwan","Taiwan Stock Exchange","TWD"
"WSO","WATSCO INC","Industrie","Aktien","3.707.754,40","0,02","3.707.754,40","7.888,00","470,05","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NN","NN GROUP NV","Financials","Aktien","3.695.370,33","0,02","3.695.370,33","55.094,00","67,07","Niederlande","Euronext Amsterdam","EUR"
"GALD","GALDERMA GROUP N AG","Gesundheitsversorgung","Aktien","3.692.679,98","0,02","3.692.679,98","23.469,00","157,34","Schweiz","SIX Swiss Exchange","CHF"
"AGN","AEGON LTD","Financials","Aktien","3.683.775,27","0,02","3.683.775,27","525.747,00","7,01","Niederlande","Euronext Amsterdam","EUR"
"RPM","RPM INTERNATIONAL INC","Materialien","Aktien","3.680.890,40","0,02","3.680.890,40","32.488,00","113,30","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"035720","KAKAO CORP","Kommunikation","Aktien","3.678.758,59","0,02","3.678.758,59","84.357,00","43,61","Korea","Korea Exchange (Stock Market)","KRW"
"1801","TAISEI CORP","Industrie","Aktien","3.666.601,97","0,02","3.666.601,97","63.300,00","57,92","Japan","Tokyo Stock Exchange","JPY"
"OKTA","OKTA INC CLASS A","IT","Aktien","3.656.906,40","0,02","3.656.906,40","39.940,00","91,56","Vereinigte Staaten","NASDAQ","USD"
"ENX","EURONEXT NV","Financials","Aktien","3.654.311,36","0,02","3.654.311,36","21.016,00","173,88","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"KGH","KGHM POLSKA MIEDZ SA","Materialien","Aktien","3.645.805,32","0,02","3.645.805,32","100.134,00","36,41","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"TXT","TEXTRON INC","Industrie","Aktien","3.642.596,88","0,02","3.642.596,88","42.844,00","85,02","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PKG","PACKAGING CORP OF AMERICA","Materialien","Aktien","3.641.753,30","0,02","3.641.753,30","17.687,00","205,90","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GMAB","GENMAB","Gesundheitsversorgung","Aktien","3.632.624,40","0,02","3.632.624,40","16.820,00","215,97","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Nichtzyklische Konsumgüter","Aktien","3.630.062,16","0,02","3.630.062,16","22,00","165.002,83","Schweiz","SIX Swiss Exchange","CHF"
"1812","KAJIMA CORP","Industrie","Aktien","3.619.894,14","0,02","3.619.894,14","142.900,00","25,33","Japan","Tokyo Stock Exchange","JPY"
"CPALL.R","CP ALL NON-VOTING DR PCL","Nichtzyklische Konsumgüter","Aktien","3.611.338,26","0,02","3.611.338,26","2.637.900,00","1,37","Thailand","Stock Exchange Of Thailand","THB"
"PZU","PZU SA","Financials","Aktien","3.610.090,21","0,02","3.610.090,21","219.157,00","16,47","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"135","KUNLUN ENERGY LTD","Versorger","Aktien","3.606.020,38","0,02","3.606.020,38","3.662.000,00","0,98","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"POOL","POOL CORP","Zyklische Konsumgüter ","Aktien","3.600.485,28","0,02","3.600.485,28","11.754,00","306,32","Vereinigte Staaten","NASDAQ","USD"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Immobilien","Aktien","3.593.120,35","0,02","3.593.120,35","38.583,00","93,13","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"PTT.R","PTT NON-VOTING DR PCL","Energie","Aktien","3.580.899,86","0,02","3.580.899,86","3.816.300,00","0,94","Thailand","Stock Exchange Of Thailand","THB"
"4204","SEKISUI CHEMICAL LTD","Industrie","Aktien","3.578.278,42","0,02","3.578.278,42","205.500,00","17,41","Japan","Tokyo Stock Exchange","JPY"
"BAX","BAXTER INTERNATIONAL INC","Gesundheitsversorgung","Aktien","3.573.551,80","0,02","3.573.551,80","124.514,00","28,70","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EPI A","EPIROC CLASS A","Industrie","Aktien","3.570.717,11","0,02","3.570.717,11","157.748,00","22,64","Schweden","Nasdaq Omx Nordic","SEK"
"032830","SAMSUNG LIFE LTD","Financials","Aktien","3.565.734,93","0,02","3.565.734,93","37.279,00","95,65","Korea","Korea Exchange (Stock Market)","KRW"
"9992","POP MART INTERNATIONAL GROUP LTD","Zyklische Konsumgüter ","Aktien","3.561.156,69","0,02","3.561.156,69","109.800,00","32,43","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"INF","INFORMA PLC","Kommunikation","Aktien","3.561.726,43","0,02","3.561.726,43","316.216,00","11,26","Vereinigtes Königreich","London Stock Exchange","GBP"
"FPH","FISHER AND PAYKEL HEALTHCARE CORPO","Gesundheitsversorgung","Aktien","3.556.401,46","0,02","3.556.401,46","166.280,00","21,39","Neuseeland","New Zealand Exchange Ltd","NZD"
"992","LENOVO GROUP LTD","IT","Aktien","3.539.602,55","0,02","3.539.602,55","2.844.000,00","1,24","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"KOG","KONGSBERG GRUPPEN","Industrie","Aktien","3.540.649,15","0,02","3.540.649,15","108.983,00","32,49","Norwegen","Oslo Bors Asa","NOK"
"386","CHINA PETROLEUM AND CHEMICAL CORP","Energie","Aktien","3.533.807,90","0,02","3.533.807,90","6.481.400,00","0,55","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SKF B","SKF B","Industrie","Aktien","3.524.556,77","0,02","3.524.556,77","150.821,00","23,37","Schweden","Nasdaq Omx Nordic","SEK"
"CPU","COMPUTERSHARE LTD","Industrie","Aktien","3.519.852,57","0,02","3.519.852,57","131.144,00","26,84","Australien","Asx - All Markets","AUD"
"LOGN","LOGITECH INTERNATIONAL SA","IT","Aktien","3.520.440,11","0,02","3.520.440,11","37.241,00","94,53","Schweiz","SIX Swiss Exchange","CHF"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrie","Aktien","3.513.988,74","0,02","3.513.988,74","22.882,00","153,57","Vereinigte Staaten","NASDAQ","USD"
"H78","HONGKONG LAND HOLDINGS LTD","Immobilien","Aktien","3.501.795,00","0,02","3.501.795,00","558.500,00","6,27","Hongkong","Singapore Exchange","USD"
"9531","TOKYO GAS LTD","Versorger","Aktien","3.496.339,02","0,02","3.496.339,02","108.700,00","32,17","Japan","Tokyo Stock Exchange","JPY"
"LKQ","LKQ CORP","Zyklische Konsumgüter ","Aktien","3.488.282,00","0,02","3.488.282,00","90.370,00","38,60","Vereinigte Staaten","NASDAQ","USD"
"COH","COCHLEAR LTD","Gesundheitsversorgung","Aktien","3.481.145,49","0,02","3.481.145,49","17.450,00","199,49","Australien","Asx - All Markets","AUD"
"CTC.A","CANADIAN TIRE LTD CLASS A","Zyklische Konsumgüter ","Aktien","3.480.329,14","0,02","3.480.329,14","25.208,00","138,06","Kanada","Toronto Stock Exchange","CAD"
"8601","DAIWA SECURITIES GROUP INC","Financials","Aktien","3.478.297,09","0,02","3.478.297,09","501.300,00","6,94","Japan","Tokyo Stock Exchange","JPY"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Versorger","Aktien","3.468.484,15","0,02","3.468.484,15","351.358,00","9,87","Italien","Borsa Italiana","EUR"
"9532","OSAKA GAS LTD","Versorger","Aktien","3.468.901,03","0,02","3.468.901,03","139.900,00","24,80","Japan","Tokyo Stock Exchange","JPY"
"NEM","NEMETSCHEK","IT","Aktien","3.469.528,69","0,02","3.469.528,69","23.455,00","147,92","Deutschland","Xetra","EUR"
"AUTO","AUTO TRADER GROUP PLC","Kommunikation","Aktien","3.466.455,92","0,02","3.466.455,92","311.266,00","11,14","Vereinigtes Königreich","London Stock Exchange","GBP"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrie","Aktien","3.453.413,42","0,02","3.453.413,42","32.293,00","106,94","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SUI","SUN COMMUNITIES REIT INC","Immobilien","Aktien","3.452.116,00","0,02","3.452.116,00","27.485,00","125,60","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TROW","T ROWE PRICE GROUP INC","Financials","Aktien","3.445.312,38","0,02","3.445.312,38","33.954,00","101,47","Vereinigte Staaten","NASDAQ","USD"
"PNDORA","PANDORA","Zyklische Konsumgüter ","Aktien","3.445.880,42","0,02","3.445.880,42","20.860,00","165,19","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"SJM","JM SMUCKER","Nichtzyklische Konsumgüter","Aktien","3.438.223,20","0,02","3.438.223,20","32.820,00","104,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EVO","EVOLUTION","Zyklische Konsumgüter ","Aktien","3.439.187,99","0,02","3.439.187,99","42.699,00","80,54","Schweden","Nasdaq Omx Nordic","SEK"
"KEY","KEYERA CORP","Energie","Aktien","3.440.056,55","0,02","3.440.056,55","110.473,00","31,14","Kanada","Toronto Stock Exchange","CAD"
"SKA B","SKANSKA B","Industrie","Aktien","3.437.049,78","0,02","3.437.049,78","145.575,00","23,61","Schweden","Nasdaq Omx Nordic","SEK"
"DOCU","DOCUSIGN INC","IT","Aktien","3.435.005,65","0,02","3.435.005,65","46.703,00","73,55","Vereinigte Staaten","NASDAQ","USD"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Aktien","3.421.984,49","0,02","3.421.984,49","7.669,00","446,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"4507","SHIONOGI LTD","Gesundheitsversorgung","Aktien","3.410.542,87","0,02","3.410.542,87","202.700,00","16,83","Japan","Tokyo Stock Exchange","JPY"
"KIM","KIMCO REALTY REIT CORP","Immobilien","Aktien","3.409.778,16","0,02","3.409.778,16","158.742,00","21,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LAND","LAND SECURITIES GROUP REIT PLC","Immobilien","Aktien","3.394.315,49","0,02","3.394.315,49","436.334,00","7,78","Vereinigtes Königreich","London Stock Exchange","GBP"
"UPM","UPM-KYMMENE","Materialien","Aktien","3.391.079,03","0,02","3.391.079,03","120.631,00","28,11","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"TOU","TOURMALINE OIL CORP","Energie","Aktien","3.389.672,10","0,02","3.389.672,10","74.557,00","45,46","Kanada","Toronto Stock Exchange","CAD"
"DT","DYNATRACE INC","IT","Aktien","3.376.631,34","0,02","3.376.631,34","65.706,00","51,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"9633","NONGFU SPRING LTD H","Nichtzyklische Konsumgüter","Aktien","3.371.067,52","0,02","3.371.067,52","676.800,00","4,98","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"EMSN","EMS-CHEMIE HOLDING AG","Materialien","Aktien","3.366.385,38","0,02","3.366.385,38","4.166,00","808,06","Schweiz","SIX Swiss Exchange","CHF"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Versorger","Aktien","3.357.451,80","0,02","3.357.451,80","755.980,00","4,44","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"NBIX","NEUROCRINE BIOSCIENCES INC","Gesundheitsversorgung","Aktien","3.343.306,46","0,02","3.343.306,46","25.051,00","133,46","Vereinigte Staaten","NASDAQ","USD"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Gesundheitsversorgung","Aktien","3.343.364,50","0,02","3.343.364,50","57.545,00","58,10","Vereinigte Staaten","NASDAQ","USD"
"AKZA","AKZO NOBEL NV","Materialien","Aktien","3.344.742,34","0,02","3.344.742,34","47.341,00","70,65","Niederlande","Euronext Amsterdam","EUR"
"823","LINK REAL ESTATE INVESTMENT TRUST","Immobilien","Aktien","3.342.468,15","0,02","3.342.468,15","622.500,00","5,37","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"QIA","QIAGEN NV","Gesundheitsversorgung","Aktien","3.340.384,26","0,02","3.340.384,26","69.861,00","47,81","Deutschland","Deutsche Börse AG","EUR"
"2269","WUXI BIOLOGICS CAYMAN INC","Gesundheitsversorgung","Aktien","3.332.098,73","0,02","3.332.098,73","981.500,00","3,39","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SOON","SONOVA HOLDING AG","Gesundheitsversorgung","Aktien","3.332.223,27","0,02","3.332.223,27","11.438,00","291,33","Schweiz","SIX Swiss Exchange","CHF"
"A5G","AIB GROUP PLC","Financials","Aktien","3.325.409,76","0,02","3.325.409,76","414.852,00","8,02","Irland","Irish Stock Exchange - All Market","EUR"
"BNR","BRENNTAG","Industrie","Aktien","3.305.223,20","0,02","3.305.223,20","49.939,00","66,18","Deutschland","Xetra","EUR"
"HEN3","HENKEL & KGAA PREF AG","Nichtzyklische Konsumgüter","Aktien","3.295.295,54","0,02","3.295.295,54","41.749,00","78,93","Deutschland","Xetra","EUR"
"5713","SUMITOMO METAL MINING LTD","Materialien","Aktien","3.293.259,59","0,02","3.293.259,59","136.400,00","24,14","Japan","Tokyo Stock Exchange","JPY"
"RO","ROCHE HOLDING AG","Gesundheitsversorgung","Aktien","3.286.906,51","0,02","3.286.906,51","9.560,00","343,82","Schweiz","SIX Swiss Exchange","CHF"
"G1A","GEA GROUP AG","Industrie","Aktien","3.277.290,30","0,02","3.277.290,30","47.543,00","68,93","Deutschland","Xetra","EUR"
"6178","JAPAN POST HOLDINGS LTD","Financials","Aktien","3.250.296,88","0,02","3.250.296,88","354.800,00","9,16","Japan","Tokyo Stock Exchange","JPY"
"VACN","VAT GROUP AG","Industrie","Aktien","3.248.232,06","0,02","3.248.232,06","7.644,00","424,94","Schweiz","SIX Swiss Exchange","CHF"
"NST","NORTHERN STAR RESOURCES LTD","Materialien","Aktien","3.231.777,46","0,02","3.231.777,46","302.546,00","10,68","Australien","Asx - All Markets","AUD"
"11","HANG SENG BANK LTD","Financials","Aktien","3.225.554,14","0,01","3.225.554,14","208.400,00","15,48","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"TLS","TELSTRA GROUP LTD","Kommunikation","Aktien","3.224.584,84","0,01","3.224.584,84","1.011.429,00","3,19","Australien","Asx - All Markets","AUD"
"GIL","GILDAN ACTIVEWEAR INC","Zyklische Konsumgüter ","Aktien","3.220.444,48","0,01","3.220.444,48","63.166,00","50,98","Kanada","Toronto Stock Exchange","CAD"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Immobilien","Aktien","3.206.089,40","0,01","3.206.089,40","67.073,00","47,80","Vereinigte Staaten","NASDAQ","USD"
"RVTY","REVVITY INC","Gesundheitsversorgung","Aktien","3.207.197,00","0,01","3.207.197,00","31.598,00","101,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AC","ACCOR SA","Zyklische Konsumgüter ","Aktien","3.204.144,73","0,01","3.204.144,73","57.857,00","55,38","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"7701","SHIMADZU CORP","IT","Aktien","3.204.516,68","0,01","3.204.516,68","136.800,00","23,42","Japan","Tokyo Stock Exchange","JPY"
"SHL","SIEMENS HEALTHINEERS AG","Gesundheitsversorgung","Aktien","3.203.113,46","0,01","3.203.113,46","59.445,00","53,88","Deutschland","Xetra","EUR"
"FM","FIRST QUANTUM MINERALS LTD","Materialien","Aktien","3.197.188,77","0,01","3.197.188,77","187.780,00","17,03","Kanada","Toronto Stock Exchange","CAD"
"PAAS","PAN AMERICAN SILVER CORP","Materialien","Aktien","3.195.533,31","0,01","3.195.533,31","105.515,00","30,29","Kanada","Toronto Stock Exchange","CAD"
"ENTG","ENTEGRIS INC","IT","Aktien","3.191.064,88","0,01","3.191.064,88","36.436,00","87,58","Vereinigte Staaten","NASDAQ","USD"
"STMN","STRAUMANN HOLDING AG","Gesundheitsversorgung","Aktien","3.187.432,66","0,01","3.187.432,66","24.360,00","130,85","Schweiz","SIX Swiss Exchange","CHF"
"SGSN","SGS SA","Industrie","Aktien","3.188.112,26","0,01","3.188.112,26","30.420,00","104,80","Schweiz","SIX Swiss Exchange","CHF"
"SN.","SMITH AND NEPHEW PLC","Gesundheitsversorgung","Aktien","3.181.507,08","0,01","3.181.507,08","209.863,00","15,16","Vereinigtes Königreich","London Stock Exchange","GBP"
"MAYBANK","MALAYAN BANKING","Financials","Aktien","3.175.312,17","0,01","3.175.312,17","1.393.500,00","2,28","Malaysia","Bursa Malaysia","MYR"
"CAD","CAD CASH","Cash und/oder Derivate","Geldmarkt","3.170.868,05","0,01","3.170.868,05","4.342.979,00","73,01","Kanada","-","CAD"
"BT.A","BT GROUP PLC","Kommunikation","Aktien","3.166.486,56","0,01","3.166.486,56","1.204.516,00","2,63","Vereinigtes Königreich","London Stock Exchange","GBP"
"SUN","SUNCORP GROUP LTD","Financials","Aktien","3.161.459,30","0,01","3.161.459,30","234.834,00","13,46","Australien","Asx - All Markets","AUD"
"CNH","CNH INDUSTRIAL N.V. NV","Industrie","Aktien","3.159.102,38","0,01","3.159.102,38","234.703,00","13,46","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BG","BUNGE GLOBAL SA","Nichtzyklische Konsumgüter","Aktien","3.157.006,86","0,01","3.157.006,86","41.139,00","76,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"034730","SK INC","Industrie","Aktien","3.152.944,36","0,01","3.152.944,36","19.763,00","159,54","Korea","Korea Exchange (Stock Market)","KRW"
"DAL","DELTA AIR LINES INC","Industrie","Aktien","3.149.286,80","0,01","3.149.286,80","55.592,00","56,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"373220","LG ENERGY SOLUTION LTD","Industrie","Aktien","3.139.640,22","0,01","3.139.640,22","13.436,00","233,67","Korea","Korea Exchange (Stock Market)","KRW"
"6160","BEIGENE AG","Gesundheitsversorgung","Aktien","3.122.026,74","0,01","3.122.026,74","159.039,00","19,63","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GALP","GALP ENERGIA SGPS SA CLASS B","Energie","Aktien","3.120.567,34","0,01","3.120.567,34","162.227,00","19,24","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"DKS","DICKS SPORTING INC","Zyklische Konsumgüter ","Aktien","3.114.361,69","0,01","3.114.361,69","14.831,00","209,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"196170","ALTEOGEN INC","Gesundheitsversorgung","Aktien","3.104.604,43","0,01","3.104.604,43","9.730,00","319,08","Korea","Korea Exchange (Kosdaq)","KRW"
"1605","INPEX CORP","Energie","Aktien","3.103.204,97","0,01","3.103.204,97","220.600,00","14,07","Japan","Tokyo Stock Exchange","JPY"
"TLC","THE LOTTERY CORPORATION LTD","Zyklische Konsumgüter ","Aktien","3.103.305,83","0,01","3.103.305,83","884.070,00","3,51","Australien","Asx - All Markets","AUD"
"EMA","EMERA INC","Versorger","Aktien","3.100.938,60","0,01","3.100.938,60","67.448,00","45,98","Kanada","Toronto Stock Exchange","CAD"
"402340","SK SQUARE LTD","Industrie","Aktien","3.089.848,46","0,01","3.089.848,46","24.432,00","126,47","Korea","Korea Exchange (Stock Market)","KRW"
"BDO","BDO UNIBANK INC","Financials","Aktien","3.088.552,22","0,01","3.088.552,22","1.156.671,00","2,67","Philippinen","Philippine Stock Exchange Inc.","PHP"
